Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ESTRELA DALVA VII PROFª GERALDA DIVINA LOPES NETO,52047750,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 03 QUADRA 18 LOTES 23/29, 23/29 PARQUE ESTRELA DALVA VII. 72830-040 Luziânia - GO.",(61) 36202382,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-16.2456075,-47.9162945
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DONA NINA,52047768,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 5, 20 QD 44. JARDIM PLANALTO. 72851-633 Luziânia - GO.",(61) 992389876,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.1304834,-47.9492779
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL JUSCELINO KUBITSCHEK DE OLIVEIRA,52047776,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 454 LOTE 16, PE DALVA VI. PEDREGAL. 72860-410 Novo Gama - GO.",(61) 983537062,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-16.05233596,-48.02419547
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL KENNEDY PROF MARIA CLARICE MEIRELES DE QUEIROZ,52047784,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BAHIA AREA ESPECIAL S/N, S/N PARQUE VIEGAS. 72810-560 Luziânia - GO.",(61) 36221588,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-16.2443412,-47.9562483
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MINGONE I ALDA VIEIRA DE SOUSA,52047814,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 32, PRACA 01. PARQUE INDUSTRIAL MINGONE. 72855-032 Luziânia - GO.",(61) 36237595,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-16.15939145,-47.93834119
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO MUNICIPAL DE EDUCACAO BASICA MINGONE II NATALIA APARECIDA LOUZADA ALVES,52047822,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA 3 PRACA 3 AREA ESPECIAL, 3 PARQUE INDUSTRIAL MINGONE. 72855-003 Luziânia - GO.",,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-16.1520777,-47.9338299
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DA QUADRA 26 MONTEIRO LOBATO,52047830,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 26, S/N AREA ESPECIAL. VALPARAISO II. 72870-126 Valparaíso de Goiás - GO.",(61) 36276959,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-16.0762758,-48.0090743
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,5ª ESCOLA POLO MUNICIPAL RURAL HORTENCIA MARIA FELACIO,52047873,GO,Luziânia,Rural,A escola não está em área de localização diferenciada,Pública,"AREA ESPECIAL, BR 040 KM 38, QUADRA 143. JARDIM BANDEIRANTES. 72833-283 Luziânia - GO.",(61) 35051000,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2691986,-47.8573083
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DOM BOSCO,52047890,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 21, QUADRA 101 AE 04. PARQUE ALVORADA I. 72836-340 Luziânia - GO.",(61) 999240521,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2110984,-47.928937
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANTONIO OLIVEIRA,52047911,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Pública,"QD 05 LT 0105, CENTRO. 72867-711 Novo Gama - GO.",(61) 993100746,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.11215745,-48.09113997
ESCOLA PARALISADA,ESCOLA MUNICIPAL PONTE GRANDE,52048110,GO,Novo Gama,Rural,Não Informado,Pública,"QUADRA QUADRA, 72865-021 Novo Gama - GO.",(61) 36282324,Municipal,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,3ª ESCOLA POLO MUNICIPAL RURAL ARARAS NAIR TIECHER,52048160,GO,Luziânia,Rural,A escola não está em área de localização diferenciada,Pública,"AREA RURAL, AREA RURAL DE LUZIANIA. 72859-899 Luziânia - GO.",(61) 996038641,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.51602,-47.94064
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,2ª ESCOLA POLO MUNICIPAL RURAL SAMAMBAIA DARCY RIBEIRO,52048314,GO,Luziânia,Rural,A escola não está em área de localização diferenciada,Pública,"GO 040 KM 48, FAZENDA SAMAMBAIA. ZONA RURAL. 72800-010 Luziânia - GO.",(61) 991875110,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.4643668,-48.2145825
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SOL NASCENTE PROFESSORA ILKA MEIRELES DE MATOS,52048349,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 13 BR 040 KM 24, PRACA AMERICA. PARQUE SOL NASCENTE. 72855-813 Luziânia - GO.",(61) 36205379,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.1804074,-47.9353449
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SAO CAETANO RITA GONCALVES DE FARIA,52048357,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA IPAMERI, 00 AREA ESPECIAL. SAO CAETANO. 72805-120 Luziânia - GO.",(61) 992081788,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2633976,-47.9403942
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA JOANA DARC MACIEL DE LELES,52048373,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GONCALVES DIAS, S/N QUADRA 79. PARQUE ESTRELA DALVA I. 72804-070 Luziânia - GO.",(61) 93961180,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2524996,-47.9307836
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA MARLENE FLORES DE ARAUJO,52048381,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 07, LOTE 10/12 QUADRA 39. PARQUE SANTA FE. 72834-160 Luziânia - GO.",(61) 36201241,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2209577,-47.9170749
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA DIVINA LOURENCO DE MELO LEAO,52048390,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QUADRA 33, S/N AREA ESPECIAL. VALPARAISO I - ETAPA B. 72876-126 Valparaíso de Goiás - GO.",(61) 36294152,Municipal,Não Informado,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-16.07071025,-47.97296284
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO EVANGELICO PLENITUDE,52048420,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Privada,"CONJUNTO 01 HI CK 06, LOTE A AREA ESPECIAL. NUCLEO HABITACIONAL NOVO GAMA. 72860-152 Novo Gama - GO.",(61) 36285532,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ESTRELA DALVA X MARCILIO DIAS,52048438,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 607, 607 JARDIM DO INGA. PARQUE ESTRELA DALVA X. 72856-607 Luziânia - GO.",(61) 996548140,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-16.1722145,-47.9610354
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JARDIM PAIVA,52048454,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 06 LOTE 06 APMI, 06 APMI. RES JD PAIVA. 72862-216 Novo Gama - GO.",(61) 995125778,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.07467495,-48.05774607
ESCOLA PARALISADA,ESCOLA MUNICIPAL ARARUAMA,52048462,GO,Valparaíso de Goiás,Urbana,Não Informado,Pública,"RUA ITACURUCA, 01 QUADRA 12. PARQUE ARARUAMA. 72874-035 Valparaíso de Goiás - GO.",(61) 36275831,Municipal,Não Informado,Não,,,,,-16.095978,-47.9879115
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL RURAL CORA CORALINA,52048497,GO,Novo Gama,Rural,A escola não está em área de localização diferenciada,Pública,"QUADRA F LOTE 01 CHACARAS PAULISTAS, LAGO AZUL. 72863-268 Novo Gama - GO.",(61) 36082293,Municipal,Não Informado,Não,Em Tramitação,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.0741211,-48.09246823
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL CARLA MOANA DIAS SIMOES,52048500,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 23 AREA ESPECIAL, 23 MANSOES DAS ANDORINH. VALE DAS ANDORINHAS. 72866-403 Novo Gama - GO.",(61) 36281238,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.12321195,-48.03342635
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR ISMAR GONCALVES,52048519,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 30, S/N QD 28, AREA ESPECIAL. SETOR MANDU II. 72814-680 Luziânia - GO.",(61) 36226706,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2464938,-47.9263107
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DOM AGOSTINHO,52048527,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JORGE, 1 QD 05, AREA ESPECIAL. PARQUE CRUZEIRO DO SUL. 72851-170 Luziânia - GO.",(61) 36238045,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.1397732,-47.9359454
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL CEU AZUL,52048535,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"JARDIM CEU AZUL, RUA 82, Q. 165, SN AREA ESPECIAL. JARDIM CEU AZUL. 72871-085 Valparaíso de Goiás - GO.",(61) 36243083,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-16.0551954,-48.0147768
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MUL PROFA ALIRIA RIBEIRO,52048560,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 119, SN LAGO AZUL. 72865-119 Novo Gama - GO.",,Municipal,Não Informado,Não,Em Tramitação,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.0861218,-48.07201646
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR SEBASTIAO MACHADO DE ARAUJO,52048586,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE DE MELO, CENTRO. 72800-220 Luziânia - GO.",(61) 36226923,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-16.2589934,-47.9498046
ESCOLA PARALISADA,ESCOLA PLENITUDE,52048594,GO,Valparaíso de Goiás,Urbana,Não Informado,Privada,"QUADRA QUADRA 40, VALPARAISO I - ETAPA B. 72876-140 Valparaíso de Goiás - GO.",,Privada,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VI ESCOLA POLO MUNICIPAL RURAL JOSE RODRIGUES DOS REIS,52048608,GO,Luziânia,Rural,A escola não está em área de localização diferenciada,Pública,"GO-010 KM 08 PARQUE DAS ESMERALDAS, S/Nº REGIAO TRES VENDAS. ZONA RURAL. 72800-010 Luziânia - GO.",,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.3136789,-48.0146186
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ARCA DE NOE,52048624,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QUADRA 15, LOTE 03 SETOR DE CHACARAS ANHANGUERA A. 72871-531 Valparaíso de Goiás - GO.",(61) 36276527,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.0736386889266,-48.008313917256
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO CORACAO DE MAE,52048675,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA SERGIPE, 22 QUADRA 10. JARDIM JOCKEI CLUBE. 72850-755 Luziânia - GO.",(61) 36151605,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.12721,-47.96577
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO EDUCACIONAL EXITO LTDA,52048705,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA 122 LOTE 09/12, JARDIM CEU AZUL. 72871-087 Valparaíso de Goiás - GO.",(61) 36241735,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-16.0514581,-48.0099857
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO EDUCACIONAL EXITO LTDA,52048713,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA 578 LOTE 10, PEDREGAL. 72860-541 Novo Gama - GO.",(61) 36281707,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-16.0704221203923,-48.0318948067725
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL MINGONE,52048730,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 9, SN QD 31 LT A. PQ MINGONE I. 72855-031 Luziânia - GO.",,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-16.1585523,-47.93762329
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ESTADUAL JARDIM ORIENTE,52048748,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"AREA ESPECIAL, SN JD ORIENTE. 72870-209 Valparaíso de Goiás - GO.",(61) 36298656,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-16.0663733,-47.9922613
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA GENTE INOCENTE,52048756,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA 507, 04 PARQUE ESTRELA DALVA VI PEDREGAL. 72860-470 Novo Gama - GO.",(61) 36281476,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.0594728,-48.0290256
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MEMORIAL ELIENE CAMPELO,52048780,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BRASIL, 03 SETOR LESTE. 72803-510 Luziânia - GO.",(61) 36214858,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2576885474985,-47.9407245945632
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PALHOCA PROFESSORA EDINIR CELESTE RORIZ LIMA,52048802,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA HELENA CARDOSO, S/N. PARQUE ESTRELA DALVA III. 72831-060 Luziânia - GO.",(61) 992126727,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-16.2453247,-47.902713
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANTONIO BUENO AZEVEDO,52048810,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 66, 88 LOTES 03,04,05,24/25. JARDIM CEU AZUL. 72871-066 Valparaíso de Goiás - GO.",(61) 36243387,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-16.05355496,-48.00224739
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR JOAQUIM GILBERTO,52048829,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 09 DE JULHO, AREA ESPECIAL, 0 SEM NUMERO. JARDIM DO INGA. 72850-240 Luziânia - GO.",(61) 983742113,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.1448363,-47.9548478
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL LAGO AZUL PROFESSORA VANESSA RABELO OLIVEIRA,52048837,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 51 LOTE 1520, LAGO AZUL. LAGO AZUL. 72865-051 Novo Gama - GO.",(61) 996321771,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-16.09368532,-48.07524704
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL OSFAYA,52048853,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA OSFAYA, S/N AREA ESPECIAL. CIDADE OSFAYA. 72855-647 Luziânia - GO.",(61) 996444631,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.172272,-47.9215952
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PAULO SOUSA ROCHA,52048861,GO,Novo Gama,Urbana,A escola não está em área de localização diferenciada,Pública,"AREA ESPECIAL, PEDREGAL. 72860-415 Novo Gama - GO.",(61) 36285075,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-16.09175466,-48.03579286
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SANTA RITA,52048870,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA CENTRAL, 01 A 06 QUADRA 16. PARQUE SANTA RITA DE CASSIA. 72874-305 Valparaíso de Goiás - GO.",(61) 36293215,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-16.120145,-47.97227167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SILAS SANTOS JUNIOR,52048896,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA 02, QUADRA 41, LOTES 1/5, VILA GUARA. 72835-370 Luziânia - GO.",(61) 36201531,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.2237465,-47.9132509
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA NOSSA SENHORA APARECIDA,52048900,GO,Luziânia,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LEOLINCE, LOTE 12 QUADRA 160. PARQUE ESTRELA DALVA II. 72820-090 Luziânia - GO.",(61) 36214026,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.25703,-47.95463
ESCOLA PARALISADA,ESCOLA PEQUENO PAJE,52048934,GO,Novo Gama,Urbana,Não Informado,Privada,"QUADRA QUADRA 135, JARDIM LAGO AZUL. 72865-135 Novo Gama - GO.",(61) 36281633,Privada,Não Informado,Não,,,,,,
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA PARAISO INFANTIL,52048942,GO,Valparaíso de Goiás,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QUADRA 20, LOTE 47 ETAPA A. VALPARAISO I - ETAPA A. 72876-060 Valparaíso de Goiás - GO.",(61) 36275187,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.0721317352727,-47.9793467279524
