CNES,RAZAO_SOCIAL,NOME_FANTASIA,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,TELEFONE,EMAIL,CODIGO_IBGE,POSSUI_VINCULO_SUS,TIPO_UNIDADE,TIPO_ESTABELECIMENTO,LATITUDE,LONGITUDE
6298117,CLINICA DE SEGURANCA E MEDICINA DO TRAB DE GNA LTDA,CLIPEGO,AV TOCANTINS,872,QD 72 LT 5 E 96,CENTRAL,74015010,(62) 32545222,-,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.676319810447666,-49.26076412200928
6471374,CLINICA DE SERVICOS MEDICOS S S LTDA,CLISEME,AVENIDA DIVINO PAI ETERNO,953,SALA 04,VILA GOIS,75120370,-,-,520110,NAO,IGNORADO,POLICLINICA,-16.3410007,-48.9599345
2570564,CLINICA DE ULTRASSONOGRAFIA ACREUNA,FERTIL CLINICA,RUA MARIA MACHADO DE ALMEIDA,106,A,CENTRO,75960000,64-3645-2268,fertilclinicadeacreuna@hotmail.com,520013,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.3968435,-50.3813025
2534673,CLINICA DE ULTRASSONOGRAFIA E RADIOLOGIA DE ANAPOLIS SC LTDA,ULTRAMED,4,61,-,CIDADE JARDIM,75080720,-,-,520110,NAO,IGNORADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.341571,-48.957621
9724125,CLINICA DE VACINA SANTA CLARA UNIDADE DE ITUMBIARA LTDA,CLINICA DE VACINA SANTA CLARA,RUA PARANAIBA,937,-,CENTRO,75503160,-,-,521150,NAO,PRIVADO,POLICLINICA,-18.42,-49.218
504831,CLINICA DE VACINACAO IMUNIZAR LTDA,SAUDE LIVRE,OLIMPIO BARBOSA DE MELO,193,SALA 01,SETOR CENTRAL,75020090,62 30984498,MARMOTASILVA@YAHOO.COM.BR,520110,NAO,PRIVADO,CENTRO DE IMUNIZACAO,-16.324062393452763,-48.95241737365723
971057,CLINICA DE VACINAS CARDIOFIT LTDA,CLINICA DE VACINAS CARDIOFIT,TEODOMIRO REGO CLINICA AME,230,QD 01 LT 34B,CENTRO,75920000,64 999636982,cardiofit_rv@hotmail.com,521930,NAO,PRIVADO,CENTRO DE IMUNIZACAO,-17.8143141,-50.5975497
6728731,CLINICA DE VACINAS LTDA,FTS COMERCIO E REPRESENTACAO,PRACA RAIMUNDO DE RAUJO MELO,111,-,CENTRO,72800970,61 3622 0017,-,521250,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.25087272207831,-47.9517388343811
9509526,CLINICA DE VACINAS SANTA CLARA RIO VERDE LTDA,CLINICA DE VACINAS SANTA CLARA UNIDADE RIO VERDE,RUA O,1044,LOJA 238 PISO 1,JD CAMPESTRE,75907681,6421047689,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.8189676,-50.9434999
9518037,CLINICA DE VACINAS SANTA CLARA UNIDADE GOIANIA LTDA,CLINICA DE VACINAS SANTA CLARA UNIDADE GOIANIA,AVENIDA T 15,1300,QD A LT 10 18,SETOR BUENO,74223060,62 - 39966002,goianiashopping@santaclaravacinas.com.br,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.7068572,-49.2742602
9568018,CLINICA DE VACINAS SANTA CLARA UNIDADE GOIANIA LTDA,CLINICA DE VACINAS SANTA CLARA GOIANIA,RUA 9,1855,QD E 16 LT AREA,SETOR MARISTA,74150130,62 - 39416004,bougainville@santaclaravacinas.com.br,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.687008209336355,-49.26750183105469
9626522,CLINICA DE VACINAS SANTA CLARA UNIDADE JATAI LTDA,CLINICA DE VACINAS SANTA CLARA UNIDADE JATAI,RUA BENJMAMIM CONSTANT,584,Q13 L03,CENTRO,75800016,-,-,521190,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.881,-51.714
747742,CLINICA DE VACINAS SAO LUIZ LTDA,ALPHAVILLE VACINAS,AVENIDA OLINDA,559,QD 09 LT 03,JARDIM NOVO MUNDO,74715350,62 32451059,lilianzaboto@uol.com.br,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.6990525,-49.2199738
973939,CLINICA DENTARIA ANHANGUERA LTDA,CLINICA DENTARIA ANHANGUERA,AVENIDA TOCANTINS,450,QD21 LT 56 AP1,SETOR CENTRAL,74015005,62 35250500,rauljosechaves@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.6771593,-49.2600811
6904858,CLINICA DENTARIA FERREIRA ALVES LTDA,CLINDENTE,AVENIDA PARA,166,QD 47 LT 7,SETOR CAMPINAS,74520100,062 - 32332541,clindente@hotmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.66935147489369,-49.28807973861694
7643381,CLINICA DENTARIA TRINDADE EIRELI ME,CLINICA DENTARIA TRINDADE,RUA COLONEL ANACLETO,801,-,CENTRO,75388692,-,-,522140,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.649,-49.489
6975658,CLINICA DENTARIA UNIAO LTDA,CLINICA UNIAO,RUA 15 DE DEZEMBRO,68,-,CENTRO,75024070,-,-,520110,NAO,PRIVADO,POLICLINICA,-16.3253101,-48.9556034
5585988,CLINICA DERMATOLOGICA DE ANAPOLIS LTDA,CLINICA DERMATOLOGICA DE ANAPOLIS,RUA DESEMBARGADOR JAIME,231,-,CENTRO,75020040,-,-,520110,NAO,PRIVADO,POLICLINICA,-16.3265066,-48.9532619
951269,CLINICA DERMATOLOGICA DE GOIANIA LTDA,CLINICA DERMATOLOGICA DE GOIANIA,RUA 18,46,QD 31 LT 6 14,CENTRO,74030040,6239542244,lucasfsilveira@hotmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.6608771,-49.223589
3710629,CLINICA DERMATOLOGICA DRA ANA MARIA CINTRA LTDA,CLINICA DERMO ESTETICA,RUA PADRE FLORENTINO,75,-,CENTRO,75503165,6434312654,clinica.derma@hotmail.com,521150,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-18.41913487007718,-49.21604633331299
4177061,CLINICA DESENVOLVIMENTO DO SER LTDA,CLINICA DESENVOLVIMENTO DO SER,DOUTOR MARIO GUEDES,239,-,CENTRO,75503020,64 34042800,ATENDIMENTO@WATANABECONTABILIDADE.COM.BR,521150,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.42432618558753,-49.21722650527954
7373961,CLINICA DIRECAO LTDA,CLINICA DIRECAO E SAUDE,RUA 115,244,QDF 34 LT 36,SETOR SUL,74085325,62 - 32711446,financeiro.clinicadirecao@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.699925,-49.2500211
3648788,CLINICA DO APARELHO DIGESTIVO,CLINICA DO APARELHO DIGESTIVO,RUA PRIMEIRO DE MAIO,03,-,CENTRO,75020370,062 3321 3831,-,520110,NAO,PRIVADO,POLICLINICA,-16.3243187,-48.9526217
5950619,CLINICA DO APARELHO DIGESTIVO MUNZER DOUMIT,CDC CENTRO DE DIAGNOSTICO E CIRURGIA,RUA SAO PATRICIO,274,QD 3A LT 03,CENTRO,76300000,(62) 3307 3131,-,520540,NAO,PRIVADO,HOSPITAL GERAL,-14.959763,-49.537651
7105673,CLINICA DO APARELHO DIGESTIVO RIO VERDE LTDA ME,CLINICA DO APARELHO DIGESTIVO CAD,RUA NIZO JAIME DE GUSMAO,851,-,VILA AMALIA,75901240,6436225210,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.801174813282447,-50.92411994934082
3261379,CLINICA DO ATLETA ORTOPEDIA E TRAUMATOLOGIA SC LTDA,CLINICA DO ATLETA,RUA 89,560,QD F29 LT 62,ST SUL,74093140,(62) 32421109,-,520870,NAO,PRIVADO,POLICLINICA,-16.692804360345917,-49.25578594207764
3312844,CLINICA DO CALCULO DO HOSPITAL UROLOGICO S S LTDA,CLINICA DO CALCULO,ALAMEDA DAS ROSAS,2175,QD R2B LT 19,SETOR OESTE,74125130,(62) 4008-7800,adm.fin@clinicadocalculo.com.br,520870,NAO,IGNORADO,HOSPITAL ESPECIALIZADO,-16.685158336904372,-49.26994800567627
6593313,CLINICA DO CORACAO DE FORMOSA LTDA ME,CLINICA DO CORACAO DE FORMOSA,JOAO ISPER GEBRIM,421,-,FORMOSINHA,73813210,61 36314533,cmasempresarial@uol.com.br,520800,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.5508939,-47.3314384
9279091,CLINICA DO CORACAO DE ITUMBIARA LTDA ME,IMC ITUMBIARA MEDICAL CLINIC,AV SANTA CECILIA,115,-,ALTO BOA VISTA,75523080,(64) 34048464,-,521150,SIM,PRIVADO CONVENIADO,CONSULTORIO ISOLADO,-18.4239856,-49.2163345
3051625,CLINICA DO ESPORTE ORTOPEDIA FRATURAS E FISIOTERAPIA LTDA,HOSPITAL CLINICA DO ESPORTE,RUA 87,74,QD F23 LT 8 17,SUL,74093300,(62) 32390101,utiesporte@gmail.com,520870,SIM,PRIVADO CONVENIADO,HOSPITAL ESPECIALIZADO,-16.6903155,-49.2554528
7255888,CLINICA DO ESPORTE SOUZA EIRELI,CLINICA DO ESPORTE,NILO MARGON VAZ,63,-,PIO GOMES,75712130,64 34425071,administrativo@contmedcatalao.com.br,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.17046648535225,-47.95226991176605
2518171,CLINICA DO INTESTINO LTDA,CLINICA DO INTESTINO,AVENIDA PERIMETRAL,2445,QD R12 LT 10,SETOR OESTE,74125090,62 - 32152897,clinicadointestino@outlook.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.67652536221436,-49.27938938140869
451517,CLINICA DO PULMAO RESPIRAR EIRELI,CLINICA DO PULMAO RESPIRAR,RUA AGENOR DIAMANTINO,844,Q12 LA SALA 2,VILA AMALIA,75906260,6492476545,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7953515,-50.9174716
906190,CLINICA DO PULMAO RESPIRAR EIRELI,CLINICA DO PULMAO RESPIRAR,DEPUTADO WILMAR GUIMARAES,505,-,CENTRO,75920000,64 92476545,-,521930,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.815765,-50.59965
107387,CLINICA DO RIM LTDA,CLINICA DO RIM,RUA PROFESSOR JOAQUIM PEDRO,300,-,CENTRO,75901170,64 2141 4333,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7927389,-50.931887
6632556,CLINICA DO SONO E DIAGNOSTICO,CLINICA DO SONO E DIAGNOSTICO,RUA ALFREDO DE PADUA,92,-,CENTRO,76300000,-,-,520540,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.3074077,-49.5982721
9266941,CLINICA DO TRABALHO E CENTRO DE ASSESSORIA AO TRABALHADOR LT,CT CAT,AVENIDA AMAZONAS,410,QD 45 LT 06,CENTRO,75930000,9640 3647+2081,-,521300,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.9744545,-50.3339699
9672230,CLINICA DO TRANSITO LTDA,CLINICA DO TRANSITO,AV BRASIL,40,QUADRA 10 LOTE 1,SETOR CENTRAL,76300000,(62) 3307-3722,cadastro@adventus.cnt.br,520540,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-14.9696896,-49.5415013
854085,CLINICA DOMASZAK DE FISIOTERAPIA LTDA,CLINICA DOMASZAK,GOIAS,S/N,QUADRA21,CENTRO,75795000,64 99418774,dados@dadoscontabilidade.com.br,520480,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.634145246745067,-47.78048515319824
7120990,CLINICA DR FABIANO SANTIAGO I LTDA,CLINICA SANTIAGO COIMBRA,DOUTOR PEDRO LUDOVICO,200,CASA 2,SETOR CENTRAL,75701030,64 81350610,administrativo@contmedcatalao.com.br,520510,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.16977330419294,-47.9488205909729
7135939,CLINICA DR FABIANO SANTIAGO II EIRELI,SANTIAGO E SANTIAGO,DOUTOR PEDRO LUDOVICO,200,CASA 1,SETOR CENTRAL,75701030,64 81350610,administrativo@contmedcatalao.com.br,520510,NAO,IGNORADO,CONSULTORIO ISOLADO,-18.169768207262464,-47.948713302612305
2920271,CLINICA DR FABRICIO FREITAS ODONTOLOGIA ESPECIALIZADA LTDA,DR FABRICIO FREITAS ODONTOLOGIA ESPECIALIZADA,10,25,-,JARDIM BRASILIA,72915012,61 98136903,fabriciofreitasodontologia@gmail.com,520025,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.732681,-48.2837502
6979963,CLINICA DR GUILHERME FONSECA E DRA ANGELCIA MORELO,GUILHERME FONSECA,RUA DESEMBARGADOR JAIME,40,-,CENTRO,75020040,-,-,520110,NAO,PRIVADO,POLICLINICA,-16.3247097,-48.9531589
5170664,CLINICA DR MARCELO BERGER CHAER DE ODONT INTEGRADA LTDA,COI,AVENIDA ANHANGUERA,5674,SALA 601,CENTRO,74043010,(62) 3225-5891,-,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.67338039601899,-49.25314664840698
9023038,CLINICA DRA LAURA CARRIJO LTDA,DRA LAURA CARRIJO DERMATOLOGIA E LASER,AVENIDA C 136 ED NASA BUSINESS STYLE SL B6,761,QD F 44 LT 02E,SETOR SUL,74093250,62 - 30930303,dralauracarrijo@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.679,-49.254
995533,CLINICA DUARTE E TONACO LTDA,CLINICA DELLA VITA,FARID MIGUEL SAFATLE,69,SALA 01,SETOR CENTRAL,75701040,64 34427436,contato@lucianomelocontabilidade.com.br,520510,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.17017850969013,-47.949794232845306
3508196,CLINICA E CIRURGIA DE OLHOS,CCO CLINICA E CIRURGIA DE OLHOS LTDA,RUA ALUISIO CRISPIM,156,-,CENTRO,75020160,(62)03112877,-,520110,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.3267242,-48.9503549
3788318,CLINICA E DIAGNOSTICO SAN RAFAEL LTDA,CLINICA SAN RAFAEL,RUA 29 A,289,QD 72A LT 01,ST AEROPORTO,74075320,(62) 32290317,fisioterapiaeortopedia@hotmail.com,520870,NAO,PRIVADO,POLICLINICA,-16.675004273909863,-49.274024963378906
2518813,CLINICA E LABORATORIO CLINICO ANATOMO LTDA,LABORATORIO ANATOMO,RUA 9A,121,-,SETOR AEROPORTO,74075250,(62) 2253910,lab.anatomo@terra.com.br,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.673855741448868,-49.27217960357666
3908321,CLINICA E LABORATORIO SAO LUCAS LTDA,CLINICA E LABORATORIO SAO LUCAS,RUA SEM NOME,S/N,QD 33 LT 06,JD DA BARRAGEM II,72910001,(61)36181057,-,520025,SIM,PRIVADO CONVENIADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-15.7321,-48.2838
9194819,CLINICA E MATERNIDADE IMACULADA CONCEICAO LTDA ME,CLINICA E MATERNIDADE IMACULADA CONCEICAO,JULIAO RODRIGUES,S/N,QUADRA34,SETOR CENTRAL,73900000,62 99764951,-,521830,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-14.0750838,-46.3460534
9148183,CLINICA ELLO LTDA,CLINICA ELLO,AV RIO DO OURO,03,CHACARA,SETOR LESTE,76550000,-,smspgtu@gmail.com,521800,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-13.44810256230823,-49.15375471115112
84328,CLINICA ELLO PORANGATU LTDA,CLINICA ELLO,AV RIO DO OURO,03,-,SETOR LESTE,76550000,-,-,521800,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-13.448401,-49.1536817
3976211,CLINICA EQUILIBRIO FISIOTERAPIA LTDA,CLINICA EQUILIBRIO,ABRAO COSTA NEVES ESQ COM RUA JOSE MARIA VIEIRA,552,QUADRA05,LOTEAMENTO SANTA HEL,75704280,62 32339632,processos@evolucoescontabil.com.br,520510,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.165843526621618,-47.93262004852295
3324087,CLINICA EQUILIBRIO LTDA,CLINICA EQUILIBRIO,RUA 61,450,QD B10 LT 17 S4,JARDIM GOIAS,74810280,(62) 2812416,-,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.700223999167623,-49.24078702926636
652199,CLINICA ESPACO BEM ESTAR EIRELI,CLINICA ESPACO BEM ESTAR EIRELI,DA PALMEIRA,S/N,QUADRA11,VILA FLORENCA,75375000,62 35351044,espacobemestar2020@gmail.com,521973,NAO,PRIVADO,POSTO DE SAUDE,-16.487617861541054,-49.3087112903595
9031014,CLINICA ESPACO DA SAUDE LTDA,ESPACO SAUDE,BARAO DO RIO BRANCO,182,-,VILA SANTANA,75113560,62 39430045,FERNANDESIMONE@HOTMAIL.COM,520110,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.3277662,-48.9479855
6847641,CLINICA ESPACO VIDA IPORA LTDA,CLINICA ESPACO VIDA,AV DOUTOR NETO,1177,-,CENTRO,76200000,-,-,521020,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.4467612,-51.126447
6198961,CLINICA ESPECIALIZADA DE OTORRINOLARINGOLOGIA E FONO LTDA,CLINICA DE OTORRINO E FONO CEOF,RUA 126,190,QD F28 LT 20,SUL,74093080,(62) 38773462,-,520870,NAO,PRIVADO,POLICLINICA,-16.69157115145031,-49.256086349487305
79367,CLINICA ESPECIALIZADA EM DEPENDENCIA QUIMICA MAGNITUDE LTDA,CLINICA MAGNITUDE,07,0,QUADRAJ LOTE 13,MANSOES LE VILLAGE B,75693228,64 92992601,JULIANA.ADMUEG@HOTMAIL.COM,520450,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7550995,-48.6307585
4112377,CLINICA ESPECIALIZADA EM ONCOLOGIA E PERICIA MEDICA LTDA,CLINICA ESPECIALIZADA EM ONCOLOGIA E PERICIA MEDICA,DARIO ALVES DE PAIVA,88,SALA11 COND GPM,SETOR CENTRAL,75901010,6499532525,-,521880,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.7833637707655,-50.914785861968994
9905537,CLINICA ESPECIALIZADA ODONTOMINAS LTDA,CLINICA ODONTOMINA,QD08 CASSA,13,-,VALPARAISO I,72876024,-,-,522185,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.066,-47.979
7474415,CLINICA ESPERANCA LTDA,CLINICA ESPERANCA,AV C,S/N,QD 30 LT 20,PADRE PELAGIO,75360168,3516-2000,-,520880,NAO,PRIVADO,POLICLINICA,-16.5056342,-49.4202072
2855372,CLINICA ESSENCE CENTRO DE REFERENCIA EM SAUDE MENTAL CERES,CLINICA ESSENCE,BRASIL,S/N,QUADRA53,NOVA VILA,76300000,62 85740116,-,520540,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.310015523128332,-49.604644775390625
9718559,CLINICA ESTEVAO LTDA,CLINICA ESTAVAO,RUA MAJOR LIMIRIO,447,-,CENTRO,75650000,6434131433,-,521380,NAO,PRIVADO,CONSULTORIO ISOLADO,-17.732,-49.101
2358573,CLINICA FALCAO,CLINICA FALCAO,RUA 11 DE MAIO,S/N,Q12 L09,CENTRO,74980050,(62) 2830167,-,520140,NAO,PRIVADO,POLICLINICA,-16.821014528648377,-49.24503564834595
9627944,CLINICA FERNANDES E CASTILHO LTDA,CLINICA FERNANDES LEO ASSOCIADOS,MATO GROSSO,1811,SALA 08,CENTRO,75600000,64 34950000,-,520910,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.0139764,-49.3624334
3284026,CLINICA FERREIRA S S,CLINICA FERREIRA,AUGUSTO NETTO,23,SALA 01,SAO JOAO,75703300,64 34412657,administrativo@contmedcatalao.com.br,520510,SIM,IGNORADO,CONSULTORIO ISOLADO,-18.163942318438515,-47.94330596923828
8014000,CLINICA FISIOCENTER LTDA JARAGUA,CLINICA FISIOCENTER JARAGUA,RUA SEVERINO LEITE BESSA,560,-,CENTRO,76330000,(62)3326-5089,-,521180,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.7535365,-49.3330878
9191836,CLINICA FISIOGAMA LTDA ME,FISIOGAMA,A QUADRAS 01 A 05,S/N,LOTE 7,PARQUE RIO BRANCO,72870004,61 84965709,-,522185,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.066,-47.979
3549674,CLINICA FISIOGYN LTDA,CLINICA FISIOGYN,RUA DR OLINTO MANSO PEREIRA,408,QD F15 LT 52,SUL,74083060,(62)32181508,-,520870,NAO,PRIVADO,POLICLINICA,-16.68437727428023,-49.25389766693115
9660437,CLINICA FISIOMEDI LTDA,CLINICA FISIOMEDI,DAMIANA DA CUNHA,23,-,SETOR RIO DA PRATA,76600000,62 86198889,vandrefisioterapeuta@yahoo.com.br,520890,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.94317348476221,-50.14016389846802
5026717,CLINICA FISIOVITAE LTDA,CLINICA FISIOVITAE,AVENIDA T 52,S/N,QD 73 LT 11,BUENO,74215230,(62) 3941-0570,-,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.701405770984866,-49.27451848983765
2570769,CLINICA FISIOVITAL LTDA,CLINICA FISIOSIOVITAL,QUADRA 08 CASA 26,26,ETAPA A,VALPARAISO I,72876024,(61)36279259,andreiafisio25@gmail.com,522185,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.066,-47.979
6507573,CLINICA FONOAUDIOLOGICA LTDA,FALA FONO,RUA DAS MAMOEIROS QD 18 LT 01 SALA 07,S/N,-,RESIDENCIAL SAMA,76450000,(62) 3379-2528,fala-fono@hotmail.com,521308,NAO,PRIVADO,CONSULTORIO ISOLADO,-13.5282681,-48.2421957
2358662,CLINICA FONTOURA LTDA,CLINICA BRASIL,AVENIDA INDEPENDENCIA,S/N,QD 14 LT 05,JARDIM MONTE CRISTO,74968350,(62)2480578,-,520140,NAO,PRIVADO,POLICLINICA,-16.8228447,-49.2649681
3980154,CLINICA FONTOURA LTDA,CLINICA BRASIL,RUA 12 DE OUTUBRO,S/N,QD 01 LT 08,CENTRO,75251485,-,-,522045,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.710668,-49.0951395
9966064,CLINICA FRANCISCO AYRES LTDA,CLINICA FAYRES,RUA ALFREDO DE PADUA,505,QUADR G LOTE 5 CASA,CENTRO,76300000,-,franciscobayres@hotmail.com,520540,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.3074077,-49.5982721
4047907,CLINICA FRAUSINO LIMA GINECOLOGIA E OBSTETRICIA LTDA,FRAUSINO LIMA GINECOLOGIA E OBSTETRICIA,AV BRASIL,000,QD 267LT 04,SANTA LUZIA,76380190,-,-,520860,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-15.3263503,-49.1172521
6506062,CLINICA GASTROPROCTO LTDA,CLINICA GASTROPROCTO,RUA PARANA QUADRA 14 LOTE 15,S/N,-,SANTA LUZIA,72800970,-,-,521250,NAO,PRIVADO,POLICLINICA,-16.246191238267727,-47.95588552951813
6294308,CLINICA GASTROVIDEO DIAGNOSTICO MEDICO LTDA,GASTROVIDEO DIAGNOSTICO,RUA 9A,145,QD 12A LT 22,SETOR AEROPORTO,74075250,62 32255777,gastrovideo@hotmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.680882,-49.2532691
696765,CLINICA GEDDA LTDA,CLINICA GEDDA,AVENIDA PAULO DA COSTA,22,QD 10 LT 9 12,PARQUE DAS AMENDOEIR,74780500,62 32029999,clinicagedda@gmail.com,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.654283380397274,-49.308013916015625
7860498,CLINICA GENELHU LTDA ME,CLINICA GENELHU,RUA DOM EMANUEL,66,-,CENTRO,75503270,(64) 34310657,luiz.genelhu@hotmail.com,521150,NAO,PRIVADO,CONSULTORIO ISOLADO,-18.4187677,-49.2149025
5048389,CLINICA GERANIOS LTDA,CLINICA GERANIOS,RUA C 182,779,QD 408 LT 03,JARDIM AMERICA,74275020,(62) 3275-2000,-,520870,NAO,PRIVADO,POLICLINICA,-16.722142106727684,-49.27662134170532
9449868,CLINICA GOIANA DE RADIOLOGIA LTDA,MULTIMAGEM,RUA TAUARI,391,QD 21 LT 8,PARQUE AMAZONIA,74840740,62 - 32187076,clinicamultimagem@bol.com.br,520870,NAO,PRIVADO,CLINICA/CENTRO DE ESPECIALIDADE,-16.737050734958242,-49.2722225189209
2518716,CLINICA GOIANA DE RADIOLOGIA LTDA,MULTIMAGEM,AV DR ISMERINO SOARES DE CARVALHO,775,-,AEROPORTO,74075040,(62) 32121015,clinicamultimagem@bol.com.br,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.6754167,-49.2692629
9672877,CLINICA GOIANA DE RADIOLOGIA LTDA,MULTIMAGEM,AL CEL JOAQUIM DE BASTOS,263,QD 219 LT 16,SETOR MARISTA,74175150,6232121015,CLINICAMULTIIMAGEM@BOL.COM.BR,520870,NAO,PRIVADO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),-16.706985690417742,-49.26037788391113
9532307,CLINICA GOIAS LTDA,CLINICA GOIAS,SILVA BUENO,S/N,QUADRA012 LOTE 0022,JARDIM NOVA ERA CONT,74916287,62 96140220,ELZON12@YAHOO.COM.BR,520140,NAO,PRIVADO,CONSULTORIO ISOLADO,-16.822,-49.245
7041349,CLINICA GONZAGA E LEMES CONTENTE LTDA ME,CLINICA GONZAGA E LEMES,AV NATALICIO MESQUITA LIMA,S/N,Q7 8 L1 2 3 E243 244,RESIDENCIAL JARDIM C,75901970,64 3051-8484,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.8157931,-50.9422937
278556,CLINICA GONZAGA LEMES,CLINICA GONZAGA LEMES CONTENTE LTDA,AV NATALICIO MESQUITA LIMA,S/N,Q7 8 L1 2 3 E243 244,JD CAMPESTRE,75901970,6436132918,-,521880,SIM,PRIVADO CONVENIADO,CLINICA/CENTRO DE ESPECIALIDADE,-17.8158493,-50.9423624
9790470,CLINICA GOUVEIA EIRELI,CLINICA ODONTOLOGICA GOUVEIA,MAE NANINHA,S/N,QUADRA 31 LOTE 02,AUGUSTO JOSE VALENTE,73900000,62 34811525,centralfenixca@hotmail.com,521830,NAO,PRIVADO,CONSULTORIO ISOLADO,-14.085601108502471,-46.36333465576172
9283005,CLINICA GRACIANO S S LTDA,CLINICA GRACIANO,GENERAL OSORIO,371,-,CENTRO,76170000,64 35641601,lrcontabilidadeanicuns@hotmail.com,520130,NAO,IGNORADO,POLICLINICA,-16.46333227505363,-49.96112108230591
9558853,CLINICA GRM CARDIO EIRELI,GRM CARDIO,RUA JOSE ANTONIO SILVEIRA LEAO,959,SALA 01,CENTRO,75920000,-,exacta2@brturbo.com.br,521930,SIM,PRIVADO CONVENIADO,POLICLINICA,-17.816869736000605,-50.5965256690979
