CÓDIGO MEC,NOME_DA_UNIDADE,DEP. ADMINISTRATIVA,CONVÊNIO,LOGRADOURO,BAIRRO,MUNICIPIO,LATITUDE,LONGITUDE,DATA_CRIACAO_UNIDADE,QUANTIDADE_DE_ALUNOS_MATRICULADOS
52092240,ESCOLA DE ENSINO ESPECIAL RAIO DE LUZ,PRIVADA,ESTADUAL,Av. Getúlio Vargas                                                                                  ,CENTRO                                            ,ARAGARÇAS                                         ,-15.903.340.999.999.900,-52.247.452.799.999.900,6/9/2007,66
52076458,ESCOLA MUNICIPAL TAMBURIL,MUNICIPAL,NÃO POSSUI,ASSENTAMENTO  TAMBURIL                                                                              ,,ITAPIRAPUÃ                                        ,,,8/3/2006,0
52099202,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL - ISABEL DE CASTRO DOURADO,MUNICIPAL,NÃO POSSUI,RUA 06                                                                                              ,,CERES                                             ,,,16/3/2011,0
52016471,ESCOLA MUNICIPAL ANTONIO FERNANDES,MUNICIPAL,NÃO POSSUI,AV. CONTORNO                                                                                        ,SANTA TEREZA                                      ,GOIANÉSIA                                         ,-15.332.809.654.435.000,-49.107.885.354.152.000,8/3/2006,560
52051021,ESCOLA  MUNICIPAL FLOR DO CERRADO,MUNICIPAL,NÃO POSSUI,LOTEAMENTO SANTA MARIA                                                                              ,ZONA RURAL,PLANALTINA                                        ,-15.459.822.656.230.400,-47.637.115.716.934.200,8/3/2006,103
52042359,CENTRO DE ENSINO EM PERÍODO INTEGRAL JOÃO HONORATO,ESTADUAL,NÃO POSSUI,AV PRESIDENTE VARGAS                                                                                ,CENTRO                                            ,SÃO DOMINGOS                                      ,-13.400.880.462.401.000,-46.317.323.702.843.000,8/3/2006,191
52105547,EJA PROFESSORA ONILDES DE FATIMA DA ROCHA,MUNICIPAL,NÃO POSSUI,PRAÇA NAÇÕES UNIDAS                                                                                 ,SETOR SAO JOSE                                    ,CALDAS NOVAS                                      ,-16.682.379.932.002.800,-49.076.828.011.093.000,29/9/2021,0
52017362,ESCOLA ESTADUAL VICENÇA MARIA DE JESUS,ESTADUAL,NÃO POSSUI,RUA PRINCIPAL                                                                                       ,VILA SANTANA                                      ,ITAPACI                                           ,-14.971.491.000.000.000,-49.568.655.000.000.000,31/1/2006,120
52009033,ESC MUL NOSSA SENHORA DAS GRACAS                                      ,MUNICIPAL,NÃO POSSUI,FAZENDA GARIMPINHO                                                                                  ,ZONA RURAL,NIQUELÂNDIA                                       ,-14.464.986.227.068.600,-48.457.453.250.885.000,8/3/2006,0
52023559,ESCOLA MUNICIPALIZADA SÃO DIMAS,MUNICIPAL,NÃO POSSUI,RUA SÃO DIMAS                                                                                       ,VILA SÃO DIMAS,ITABERAÍ                                          ,-16.027.236.300.000.000,-49.807.072.100.000.000,8/3/2006,557
52015971,ESCOLA ESTADUAL PADRE ASTÉRIO PASCOAL,ESTADUAL,NÃO POSSUI,RUA 08                                                                                              ,VILA VERA CRUZ                                    ,GOIANÉSIA                                         ,-15.335.799.000.000.000,-49.110.098.999.999.900,8/3/2006,244
52090795,ESC MUL DE ENS FUND. BASÍLIO PEREIRA DE SOUZA,MUNICIPAL,NÃO POSSUI,ENTRE QUADRAS                                                                                       ,CENTRO                                            ,SANTO ANTÔNIO DO DESCOBERTO                       ,,,8/3/2006,0
52062619,COLÉGIO ESTADUAL DRº FRANCISCO ACCIOLI,ESTADUAL,NÃO POSSUI,AV MARTHA RASSI                                                                                     ,VILA NOVA                                         ,PIRES DO RIO                                      ,-17.312.580.181.080.500,-48.278.995.156.288.100,24/12/2005,496
99900289,CRECHE MUNICIPAL ARGENTINA MARIA DOS SANTOS,MUNICIPAL,NÃO POSSUI,AV. BASTOS                                                                                          ,CENTRO                                            ,PALESTINA DE GOIÁS                                ,,,1/4/2011,0
52106233,CENTRO MUNICIPAL DE EDUCACAO INFANTIL BUENA VISTA III,MUNICIPAL,NÃO POSSUI,R. PAULO RODRIGUES C PORTO BELO                                                                     ,,GOIÂNIA                                           ,,,30/8/2023,0
52086046,CENTRO DE ENSINO EM PERÍODO INTEGRAL MACHADO DE ASSIS,ESTADUAL,NÃO POSSUI,QD. 03 LT. 01 AREA ESPECIAL                                                                         ,PQ DAS AGUAS BONITAS                              ,ÁGUAS LINDAS DE GOIÁS                             ,-15.759.219.644.418.600,-48.327.580.690.383.800,8/3/2006,854
52066940,ESCOLA MUNICIPAL PROFESSOR MARIANO DE SANTOS OLOMBRADA,MUNICIPAL,NÃO POSSUI,AV PEDRO PACHECO                                                                                    ,CENTRO                                            ,CAÇU                                              ,,,8/3/2006,0
52096467,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL E ESCOLA MUNICIPAL ALBA MATHIAS MESQUITA,MUNICIPAL,NÃO POSSUI,RUA 125                                                                                             ,Setor Aeroporto,CATALÃO                                           ,-18.144.973.000.000.000,-47.914.598.000.000.000,25/4/2012,0
52071499,PRE ESC MUL PROFA OLIVIA CONCEICA0 PINA,MUNICIPAL,NÃO POSSUI,R BENEDITA DE PINA                                                                                  ,CENTRO                                            ,PIRENÓPOLIS                                       ,,,8/3/2006,0
52046915,ESC MUL MARIA LICIA DE CASTRO TRINDADE,MUNICIPAL,NÃO POSSUI,RUA 28                                                                                              ,SETOR BOSQUE                                      ,FORMOSA                                           ,,,8/3/2006,0
52010520,ESCOLA MUNICIPAL ANTONIO DE B GARCAO,MUNICIPAL,NÃO POSSUI,POV SETE RANCHOS                                                                                    ,,PORANGATU                                         ,,,8/3/2006,0
52006638,COLÉGIO ESTADUAL EDMUNDO ROCHA,ESTADUAL,NÃO POSSUI,"AV CENTRAL, Nº 354                                                                                  ",CENTRO                                            ,CAMPOS VERDES                                     ,-14.267.347.000.000.000,-49.655.983.000.000.000,23/12/2005,436
52188540,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL DONA BALTIRA DE MORAES E SOUZA,MUNICIPAL,NÃO POSSUI,RUA JA 01                                                                                           ,CENTRO                                            ,BELA VISTA DE GOIÁS                               ,-48.958.150.090.000.000,-16.973.213.550.000.000,7/10/2021,55
52069249,ESC MUL ATALAINHA III                                                 ,MUNICIPAL,NÃO POSSUI,FAZ SANTO ANTONIO DO ATALAIA                                                                        ,,MONTE ALEGRE DE GOIÁS                             ,,,8/3/2006,0
52053024,ESCOLA MUNICIPAL ROMUALDA DE BARROS,MUNICIPAL,NÃO POSSUI,RUA D. JURACI                                                                                       ,VILA OLAVO                                        ,JATAÍ                                             ,-17.656.203.800.000.000,-51.882.799.000.000.000,8/3/2006,116
52100502,CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL AMBROSIO DIAS DA COSTA,MUNICIPAL,NÃO POSSUI,Rua Anhanguera Q.62                                                                                 ,CENTRO                                            ,COLINAS DO SUL                                    ,-13.910.303.212.300.100,-48.075.377.941.131.500,4/12/2020,107
52022722,COLÉGIO ESTADUAL DA POLÍCIA MILITAR DE GOIÁS MANOEL VILAVERDE,ESTADUAL,NÃO POSSUI,RUA GOIAS                                                                                           ,VILA LUCIMAR                                      ,INHUMAS                                           ,-16.359.380.756.270.700,-49.506.250.619.888.300,8/3/2006,1103
52058530,CENTRO DE ENSINO EM PERÍODO INTEGRAL CALDAS NOVAS,ESTADUAL,NÃO POSSUI,RUA PEDRO BRANCO DE SOUSA                                                                           ,CENTRO                                            ,CALDAS NOVAS                                      ,-17.725.214.231.710.000,-48.607.599.288.361.000,24/12/2005,487
52101894,1ª ESCOLA DE TEMPO INTEGRAL LAUDIMIRIO DE JESUS TORMIN,MUNICIPAL,NÃO POSSUI,RUA 81 QUADRA 376                                                                                   ,PARQUE ESTRELA DALVA                              ,LUZIÂNIA                                          ,-16.263.252.114.510.000,-47.928.253.570.348.200,6/12/2022,0
52031543,ESCOLA MUNICIPAL CAMILA SCALIZ FIGUEIREDO,MUNICIPAL,NÃO POSSUI,AV. CIRCULAR C/ RUA AMARILIS                                                                        ,SETOR EXPANSUL                                    ,APARECIDA DE GOIÂNIA                              ,-16.815.548.998.164.400,-49.234.566.986.560.800,8/3/2006,0
52008320,COLÉGIO ESTADUAL CHICO MENDES,ESTADUAL,NÃO POSSUI,AV.ALÍPIO ANTÔNIO DE PAIVA                                                                          ,CENTRO                                            ,MONTIVIDIU DO NORTE                               ,-13.113.301.000.000.000,-48.606.698.000.000.000,8/3/2006,188
52096254,COLÉGIO ESTADUAL PROFESSORA IVANIA MARIA FERRASSOLI,ESTADUAL,NÃO POSSUI,GO 158 KM 35                                                                                        ,CENTRO                                            ,MUNDO NOVO                                        ,-13.920.675.517.284.900,-50.111.936.330.795.200,,148
52101738,CENTRO MUNICIPAL EDUCAÇÃO INFANTIL LARA ROSA,MUNICIPAL,NÃO POSSUI,RUA  11 COM A 02                                                                                    ,CENTRO                                            ,CALDAS NOVAS                                      ,663.000.000.000.000.000,4.858.959.000.000.000.000.000,8/10/2021,167
52039498,ESC MUL IRMA CATARINA JD MIRAND                                       ,MUNICIPAL,NÃO POSSUI,RUA GOIAS                                                                                           ,VILA SAO JOAO                                     ,SENADOR CANEDO                                    ,,,8/3/2006,0
99900238,ESCOLA MUNICIPAL CAPOEIRÃO,MUNICIPAL,NÃO POSSUI,FAZENDA CAPOEIRÃO                                                                                   ,,ALEXÂNIA                                          ,,,31/10/2007,0
52055175,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SEVERINO GOMES MONTEIRO,MUNICIPAL,MUNICIPAL,RUA PIAUÍ                                                                                           ,SETOR PAUZANES                                    ,RIO VERDE                                         ,-17.782.561.797.890.800,-50.917.966.961.860.600,8/3/2006,0
